,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
4718,2018,0.0,NY.ADJ.DFOR.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4719,2019,0.0,NY.ADJ.DFOR.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4720,2020,0.0,NY.ADJ.DFOR.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4721,2016,0.0,NY.ADJ.DFOR.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4722,2017,0.0,NY.ADJ.DFOR.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4723,2018,0.0,NY.ADJ.DFOR.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4724,2019,0.0,NY.ADJ.DFOR.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4725,2020,0.0,NY.ADJ.DFOR.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4726,2016,0.0,NY.ADJ.DFOR.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4727,2017,0.0,NY.ADJ.DFOR.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4728,2018,0.0,NY.ADJ.DFOR.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4729,2019,0.0,NY.ADJ.DFOR.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4730,2020,0.0,NY.ADJ.DFOR.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4731,2016,25389320.271017,NY.ADJ.DFOR.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4732,2017,25469073.4224995,NY.ADJ.DFOR.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4733,2018,17324349.5026116,NY.ADJ.DFOR.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4734,2019,17737450.4386312,NY.ADJ.DFOR.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4735,2020,18577427.6587669,NY.ADJ.DFOR.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4736,2016,6611404212.48215,NY.ADJ.DFOR.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4737,2017,6502802299.70181,NY.ADJ.DFOR.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4738,2018,4238605210.30288,NY.ADJ.DFOR.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4739,2019,4386320223.84055,NY.ADJ.DFOR.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4740,2020,4574714224.34868,NY.ADJ.DFOR.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4741,2016,387872063.977367,NY.ADJ.DFOR.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4742,2017,481187654.350595,NY.ADJ.DFOR.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4743,2018,522084058.442319,NY.ADJ.DFOR.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4744,2019,441612461.029737,NY.ADJ.DFOR.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4745,2020,445414071.536684,NY.ADJ.DFOR.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4746,2016,0.0,NY.ADJ.DFOR.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4747,2017,0.0,NY.ADJ.DFOR.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4748,2018,0.0,NY.ADJ.DFOR.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4749,2019,0.0,NY.ADJ.DFOR.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4750,2020,0.0,NY.ADJ.DFOR.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4751,2016,0.0,NY.ADJ.DFOR.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4752,2017,0.0,NY.ADJ.DFOR.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4753,2018,0.0,NY.ADJ.DFOR.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4754,2019,0.0,NY.ADJ.DFOR.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4755,2020,0.0,NY.ADJ.DFOR.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4756,2016,98354956.1067666,NY.ADJ.DFOR.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
4757,2017,126510189.663234,NY.ADJ.DFOR.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
4758,2018,120168426.985948,NY.ADJ.DFOR.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
4759,2019,112138148.132798,NY.ADJ.DFOR.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
4760,2020,101328348.692161,NY.ADJ.DFOR.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
4761,2016,90492454.4638636,NY.ADJ.DFOR.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4762,2017,89329146.2422162,NY.ADJ.DFOR.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4763,2018,77490603.7021412,NY.ADJ.DFOR.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4764,2019,68906255.1245084,NY.ADJ.DFOR.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4765,2020,78192557.4362398,NY.ADJ.DFOR.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4766,2016,0.0,NY.ADJ.DFOR.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4767,2017,0.0,NY.ADJ.DFOR.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4768,2018,0.0,NY.ADJ.DFOR.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4769,2019,0.0,NY.ADJ.DFOR.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4770,2020,0.0,NY.ADJ.DFOR.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4771,2016,77183591.1900717,NY.ADJ.DFOR.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
4772,2017,140566932.438786,NY.ADJ.DFOR.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
4773,2018,276826674.723406,NY.ADJ.DFOR.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
4774,2019,436814110.083672,NY.ADJ.DFOR.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
4775,2020,516525955.774691,NY.ADJ.DFOR.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
4776,2016,26472876.8470726,NY.ADJ.DFOR.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
4777,2017,24362611.6443926,NY.ADJ.DFOR.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
4778,2018,29429131.8863693,NY.ADJ.DFOR.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
4779,2019,22379685.2419345,NY.ADJ.DFOR.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
4780,2020,22192465.6842201,NY.ADJ.DFOR.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
4781,2016,12619039.1997172,NY.ADJ.DFOR.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4782,2017,15785316.3971792,NY.ADJ.DFOR.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4783,2018,8061197.27319649,NY.ADJ.DFOR.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4784,2019,11033190.8144185,NY.ADJ.DFOR.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4785,2020,10129246.4399178,NY.ADJ.DFOR.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4786,2016,347088.431253044,NY.ADJ.DFOR.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4787,2017,291784.170924199,NY.ADJ.DFOR.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4788,2018,192189.749670709,NY.ADJ.DFOR.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4789,2019,172910.636832004,NY.ADJ.DFOR.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4790,2020,230790.396077603,NY.ADJ.DFOR.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4791,2016,36432970.7218148,NY.ADJ.DFOR.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4792,2017,32475928.924151,NY.ADJ.DFOR.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4793,2018,24795936.9122989,NY.ADJ.DFOR.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4794,2019,23948885.9114784,NY.ADJ.DFOR.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4795,2020,27070888.0435248,NY.ADJ.DFOR.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4796,2016,0.0,NY.ADJ.DFOR.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4797,2017,0.0,NY.ADJ.DFOR.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4798,2018,0.0,NY.ADJ.DFOR.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4799,2019,0.0,NY.ADJ.DFOR.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4800,2020,0.0,NY.ADJ.DFOR.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4801,2016,585978734.942432,NY.ADJ.DFOR.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
4802,2017,730547386.620713,NY.ADJ.DFOR.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
4803,2018,383272876.502756,NY.ADJ.DFOR.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
4804,2019,514145103.437404,NY.ADJ.DFOR.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
4805,2020,460838324.787902,NY.ADJ.DFOR.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
4806,2016,247263947.49846,NY.ADJ.DFOR.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
4807,2017,221828565.918483,NY.ADJ.DFOR.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
4808,2018,172087588.499647,NY.ADJ.DFOR.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
4809,2019,150616288.018645,NY.ADJ.DFOR.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
4810,2020,186222939.250921,NY.ADJ.DFOR.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
4811,2016,159854237.123757,NY.ADJ.DFOR.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
4812,2017,231397137.009132,NY.ADJ.DFOR.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
4813,2018,266321938.992921,NY.ADJ.DFOR.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
4814,2019,221462358.699218,NY.ADJ.DFOR.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
4815,2020,222390703.795477,NY.ADJ.DFOR.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
4816,2016,0.0,NY.ADJ.DFOR.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
4817,2017,0.0,NY.ADJ.DFOR.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
4818,2018,0.0,NY.ADJ.DFOR.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
4819,2019,0.0,NY.ADJ.DFOR.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
4820,2016,0.0,NY.ADJ.DFOR.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
4821,2017,0.0,NY.ADJ.DFOR.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
4822,2018,0.0,NY.ADJ.DFOR.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
4823,2019,0.0,NY.ADJ.DFOR.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
4824,2020,0.0,NY.ADJ.DFOR.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
4825,2016,142165263.422772,NY.ADJ.DFOR.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
4826,2017,147876493.847434,NY.ADJ.DFOR.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
4827,2018,115377515.767017,NY.ADJ.DFOR.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
4828,2019,126173276.779395,NY.ADJ.DFOR.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
4829,2020,125393192.485717,NY.ADJ.DFOR.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
4830,2016,8255983402.91398,NY.ADJ.DFOR.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
4831,2017,7985508062.45185,NY.ADJ.DFOR.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
4832,2018,4944994853.67002,NY.ADJ.DFOR.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
4833,2019,5242735639.36142,NY.ADJ.DFOR.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
4834,2020,5482275861.21576,NY.ADJ.DFOR.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
4835,2016,32661737.1087561,NY.ADJ.DFOR.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
4836,2017,48988762.6765227,NY.ADJ.DFOR.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
4837,2018,46033575.9734952,NY.ADJ.DFOR.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
4838,2019,48286939.5433744,NY.ADJ.DFOR.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
4839,2020,47866248.1480308,NY.ADJ.DFOR.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
4840,2016,0.0,NY.ADJ.DFOR.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
4841,2017,0.0,NY.ADJ.DFOR.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
4842,2018,0.0,NY.ADJ.DFOR.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
4843,2019,0.0,NY.ADJ.DFOR.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
4844,2020,0.0,NY.ADJ.DFOR.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
4845,2016,0.0,NY.ADJ.DFOR.CD,FRA,France,Europe & Central Asia,High income,Not classified
4846,2017,0.0,NY.ADJ.DFOR.CD,FRA,France,Europe & Central Asia,High income,Not classified
4847,2018,0.0,NY.ADJ.DFOR.CD,FRA,France,Europe & Central Asia,High income,Not classified
4848,2019,0.0,NY.ADJ.DFOR.CD,FRA,France,Europe & Central Asia,High income,Not classified
4849,2020,706884815.334796,NY.ADJ.DFOR.CD,FRA,France,Europe & Central Asia,High income,Not classified
4850,2016,280342.826575817,NY.ADJ.DFOR.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
4851,2017,341314.586444803,NY.ADJ.DFOR.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
4852,2018,218119.905822135,NY.ADJ.DFOR.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
4853,2019,195558.455589454,NY.ADJ.DFOR.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
4854,2020,217826.124502788,NY.ADJ.DFOR.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
4855,2016,334963861.600544,NY.ADJ.DFOR.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
4856,2017,457959823.721018,NY.ADJ.DFOR.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
4857,2018,431217971.508365,NY.ADJ.DFOR.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
4858,2019,378542227.397564,NY.ADJ.DFOR.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
4859,2020,502199887.401931,NY.ADJ.DFOR.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
4860,2016,97404146.5326003,NY.ADJ.DFOR.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
4861,2017,97719485.731543,NY.ADJ.DFOR.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
4862,2018,42805421.3448423,NY.ADJ.DFOR.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
4863,2019,50973226.1799361,NY.ADJ.DFOR.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
4864,2020,52649554.6829806,NY.ADJ.DFOR.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
4865,2016,9377976.11613136,NY.ADJ.DFOR.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
4866,2017,12226792.512294,NY.ADJ.DFOR.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
4867,2018,11931657.8216425,NY.ADJ.DFOR.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
4868,2019,12526386.2775856,NY.ADJ.DFOR.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
4869,2020,11455125.9202083,NY.ADJ.DFOR.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
4870,2016,0.0,NY.ADJ.DFOR.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
4871,2017,0.0,NY.ADJ.DFOR.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
4872,2018,0.0,NY.ADJ.DFOR.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
4873,2019,0.0,NY.ADJ.DFOR.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
4874,2020,0.0,NY.ADJ.DFOR.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
4875,2016,3582931466.99405,NY.ADJ.DFOR.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
4876,2017,3569099333.54457,NY.ADJ.DFOR.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
4877,2018,2395055387.55191,NY.ADJ.DFOR.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
4878,2019,2375531287.01359,NY.ADJ.DFOR.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
4879,2020,2566744947.17004,NY.ADJ.DFOR.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
4880,2016,24082752.531689,NY.ADJ.DFOR.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
4881,2017,28137206.8670033,NY.ADJ.DFOR.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
4882,2018,27667344.0737058,NY.ADJ.DFOR.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
4883,2019,19587023.6836306,NY.ADJ.DFOR.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
4884,2020,19037794.2752999,NY.ADJ.DFOR.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
4885,2016,0.0,NY.ADJ.DFOR.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
4886,2017,0.0,NY.ADJ.DFOR.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
4887,2018,0.0,NY.ADJ.DFOR.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
4888,2019,0.0,NY.ADJ.DFOR.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
4889,2020,0.0,NY.ADJ.DFOR.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
4890,2016,857058316.765183,NY.ADJ.DFOR.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
4891,2017,862790809.525807,NY.ADJ.DFOR.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
4892,2018,574264458.186503,NY.ADJ.DFOR.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
4893,2019,607846133.328817,NY.ADJ.DFOR.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
4894,2020,646946472.575839,NY.ADJ.DFOR.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
4895,2016,220491663.446754,NY.ADJ.DFOR.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
4896,2017,215835554.755936,NY.ADJ.DFOR.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
4897,2018,138666753.911889,NY.ADJ.DFOR.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
4898,2019,142970549.025285,NY.ADJ.DFOR.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
4899,2020,150712833.064132,NY.ADJ.DFOR.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
4900,2016,247431549.866864,NY.ADJ.DFOR.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
4901,2017,234999516.020048,NY.ADJ.DFOR.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
4902,2018,206866320.468131,NY.ADJ.DFOR.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
4903,2019,178386084.050726,NY.ADJ.DFOR.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
4904,2020,210371979.645908,NY.ADJ.DFOR.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
4905,2016,110533111.231642,NY.ADJ.DFOR.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
4906,2017,98895480.9318873,NY.ADJ.DFOR.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
4907,2018,72266256.6147547,NY.ADJ.DFOR.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
4908,2019,65523259.7307875,NY.ADJ.DFOR.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
4909,2020,82573329.1572682,NY.ADJ.DFOR.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
4910,2016,0.0,NY.ADJ.DFOR.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
4911,2017,0.0,NY.ADJ.DFOR.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
4912,2018,0.0,NY.ADJ.DFOR.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
4913,2019,0.0,NY.ADJ.DFOR.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
4914,2020,0.0,NY.ADJ.DFOR.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
4915,2016,0.0,NY.ADJ.DFOR.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
4916,2017,0.0,NY.ADJ.DFOR.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
4917,2018,0.0,NY.ADJ.DFOR.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
4918,2019,0.0,NY.ADJ.DFOR.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
4919,2020,0.0,NY.ADJ.DFOR.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
4920,2016,52468.5210219759,NY.ADJ.DFOR.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
4921,2017,53755.9186676851,NY.ADJ.DFOR.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
4922,2018,51591.9356680175,NY.ADJ.DFOR.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
4923,2019,26990.9331038247,NY.ADJ.DFOR.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
4924,2020,27386.4300565985,NY.ADJ.DFOR.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
4925,2016,6837083487.00414,NY.ADJ.DFOR.CD,IND,India,South Asia,Lower middle income,IBRD
4926,2017,5483069718.01953,NY.ADJ.DFOR.CD,IND,India,South Asia,Lower middle income,IBRD
4927,2018,4024016715.33871,NY.ADJ.DFOR.CD,IND,India,South Asia,Lower middle income,IBRD
4928,2019,4396891676.34962,NY.ADJ.DFOR.CD,IND,India,South Asia,Lower middle income,IBRD
4929,2020,5044395939.54911,NY.ADJ.DFOR.CD,IND,India,South Asia,Lower middle income,IBRD
4930,2016,0.0,NY.ADJ.DFOR.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
4931,2017,0.0,NY.ADJ.DFOR.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
4932,2018,0.0,NY.ADJ.DFOR.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
4933,2019,0.0,NY.ADJ.DFOR.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
4934,2020,0.0,NY.ADJ.DFOR.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
4935,2016,0.0,NY.ADJ.DFOR.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
4936,2017,0.0,NY.ADJ.DFOR.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
4937,2018,0.0,NY.ADJ.DFOR.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
4938,2019,0.0,NY.ADJ.DFOR.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
4939,2020,0.0,NY.ADJ.DFOR.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
4940,2016,6214540.64495993,NY.ADJ.DFOR.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
4941,2017,8861553.25740374,NY.ADJ.DFOR.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
4942,2018,7692132.82242187,NY.ADJ.DFOR.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
4943,2019,9336526.03800239,NY.ADJ.DFOR.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
4944,2020,6993800.61479818,NY.ADJ.DFOR.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
4945,2016,0.0,NY.ADJ.DFOR.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
4946,2017,0.0,NY.ADJ.DFOR.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
4947,2018,0.0,NY.ADJ.DFOR.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
4948,2019,0.0,NY.ADJ.DFOR.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
4949,2020,0.0,NY.ADJ.DFOR.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
4950,2016,0.0,NY.ADJ.DFOR.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
4951,2017,0.0,NY.ADJ.DFOR.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
